"Text","Sentiment","SentimentConfidence","Date","User","Location","User_timezone"
"@SouthwestAir I've been on hold for an hour &amp; a half trying to change my flight to BNA. Not very happy with customer service right now!!!!!!","negative",1,"2015-02-17 09:09:13 -0","iBrianWeaver","Nashville, TN","Central Time (US & Canada)"
"@SouthwestAir Got it, thanks. Any insight into what will happen tomorrow?","neutral",0.6785,"2015-02-17 09:08:53 -0","challemann","New York","Eastern Time (US & Canada)"
"@SouthwestAir any chance of adding LAX-&gt;JFK direct any time in the future?","neutral",1,"2015-02-17 09:06:02 -0","theokatzman","Lawrsh Ainjellush, CA","Eastern Time (US & Canada)"
"@SouthwestAir thank you. I was given this same reply 2 years ago. Can you direct me to an area I can learn more about the improvements?","negative",1,"2015-02-17 09:05:35 -0","mal0877","",""
"@SouthwestAir just disconnected my call after 2.5 hours without even speaking to me. #octaviannightmare","negative",1,"2015-02-17 09:05:23 -0","blackrivervaper","",""
"@SouthwestAir injured at check in yesterday. U told me to go to dr. on hold with SWA for over hour trying to talk with someone. suggestions?","negative",1,"2015-02-17 09:04:11 -0","elliemybellie","",""
"@SouthwestAir Trying to get through by phone to confirm that funds from a Cancelled Flightled reservation can still be used in the future. Can u help?","negative",0.6468,"2015-02-17 09:02:02 -0","TJGoertz","Toronto","Eastern Time (US & Canada)"
"@SouthwestAir have you considered adding the ""we'll call you back when we have someone free"" feature to your support line?","negative",1,"2015-02-17 08:58:51 -0","eguroff","Nashville, TN","Central Time (US & Canada)"
"@SouthwestAir I've been on hold with customer service for over an hour. Can you help?!","negative",1,"2015-02-17 08:56:55 -0","laurenaddell","New York, New York","Eastern Time (US & Canada)"
"@SouthwestAir I've been on hold for an hour now. 59:57 as I type this. Ridiculous! All I need is the link to the chart that has routes, time","negative",1,"2015-02-17 08:56:04 -0","matthewhyah","USA",""
"@SouthwestAir sent","neutral",1,"2015-02-17 08:54:04 -0","deantak","Silicon Valley","Pacific Time (US & Canada)"
"@SouthwestAir Flight Cancelled Flightled, reFlight Booking Problems online has not worked, on my second round of hold (3 hrs now). Any other options?","negative",1,"2015-02-17 08:53:59 -0","onestitchshort","Texas","Central Time (US & Canada)"
"@SouthwestAir kudos to the #RSW CS crew for re-routing PAX to alleviate Over sale due to down graded EQP 800 now 500","negative",0.648,"2015-02-17 08:52:12 -0","SkySmiles737","",""
"@SouthwestAir trying to fly out of Nashville tomorrow. How is it looking?","neutral",1,"2015-02-17 08:51:45 -0","jcfly123","Nashville, TN","Mountain Time (US & Canada)"
"@SouthwestAir do you think the flights out of Nashville will be Cancelled Flighted tomorrow?","neutral",1,"2015-02-17 08:49:18 -0","city2countryTN","TN",""
"@SouthwestAir do you not try to get customers to their destinations? No help to get on another airline if you had no flights for 3 days?","negative",1,"2015-02-17 08:47:25 -0","RichieGlod","",""
"@SouthwestAir I'm an A-list Preferred customer and very loyal SWA. However, your inflight wifi is no better today than it was 4 years ago.","negative",1,"2015-02-17 08:47:07 -0","mal0877","",""
"@SouthwestAir  Thank you.","positive",0.703,"2015-02-17 08:40:17 -0","tonyapoe","","Mountain Time (US & Canada)"
"@SouthwestAir too bad I'm getting this memo: ""Your reservation contains modifications that prevent you from changing it online."" #FUSTURATED","negative",1,"2015-02-17 08:39:10 -0","jjenreich","Fort Lauderdale","Central Time (US & Canada)"
"@SouthwestAir almost 2 hours on hold, 2 hours of my life I can't get back.... Thanks http://t.co/IyUZM2PUVS","negative",1,"2015-02-17 08:36:27 -0","GameDaySweetie","Nashville, TN",""
"@SouthwestAir discount for three delays?","negative",1,"2015-02-17 08:33:33 -0","deantak","Silicon Valley","Pacific Time (US & Canada)"
"@SouthwestAir tried online and told I must call b/c of modifications to my reservation. Been on hold for almost 2 hours.","negative",1,"2015-02-17 08:33:08 -0","faithfabulous","District of Corruption","Quito"
"@SouthwestAir + @twitter  = outstanding customer service!  Thank you!","positive",1,"2015-02-17 08:31:48 -0","spstpierre","Nashville, TN","Mountain Time (US & Canada)"
"@SouthwestAir finally!","positive",0.6834,"2015-02-17 08:31:10 -0","christooma","Nashville, TN","Central Time (US & Canada)"
"@SouthwestAir trying to get through to cust relations. Is there another # to use?","neutral",0.642,"2015-02-17 08:30:48 -0","scottglass70","Midlothian, Virginia",""
"@SouthwestAir Where should I fly by May 3rd? Plz advise.","neutral",1,"2015-02-17 08:30:11 -0","dontbhave","Broomfield, CO","Mountain Time (US & Canada)"
"@SouthwestAir has the WORST customer service of any airline I've ever flown.","negative",1,"2015-02-17 08:30:05 -0","misskennedys","","Central Time (US & Canada)"
"@SouthwestAir I need updates on my flights 464 &amp; 3574. I have been on hold for over 2 hours.","negative",1,"2015-02-17 08:28:45 -0","ClaudddiaVS","Northridge, CA","Pacific Time (US & Canada)"
"@SouthwestAir Hi-My flight (BNA to LGA) was Cancelled Flighted this morning--#1814. Looks like other flights out of BNA are taking off. Any chance?","negative",0.6492,"2015-02-17 08:28:37 -0","challemann","New York","Eastern Time (US & Canada)"
"@SouthwestAir Can you link the article where it says the routes and what times the routes are likely to be? Like TUL-DAL 1:00PM - 7 None","neutral",1,"2015-02-17 08:26:31 -0","matthewhyah","USA",""
"“@SouthwestAir:Southwest mobile boarding passes now available in iOS Passbook! http://t.co/xmRvR4lGEg http://t.co/wJoc9f14SU”@tori_leggieri","neutral",1,"2015-02-17 08:26:24 -0","momof43s","","Eastern Time (US & Canada)"
"@SouthwestAir Cancelled Flightled my flight out of BNA today. Been on hold for an hour. 😠 #frustrated!","negative",1,"2015-02-17 08:24:40 -0","kristaallison28","orlando",""
"@SouthwestAir Beautiful, thanks a ton!","positive",1,"2015-02-17 08:22:50 -0","RachFee","London, Ontario, Canada","Central Time (US & Canada)"
"@SouthwestAir tried to rebook online but it says that I have to pay $200 for difference in price. Please help","negative",1,"2015-02-17 08:19:50 -0","portugrad","Chicagoland Area","Central Time (US & Canada)"
"@SouthwestAir I'm showing flight 4720 delayed again. Would my boarding pass still be good or was my seat given away?","negative",0.6404,"2015-02-17 08:16:19 -0","DaxJeter","Nashville,TN",""
"@SouthwestAir can't update my flight online bc it's been Cancelled Flighted twice already. Going on hour 2 on hold.","negative",1,"2015-02-17 08:15:39 -0","mrs_laurelanne","",""
"@SouthwestAir Guys for real. I've been on hold for 4+ hours including one hangup. Please have someone reach out so I can get my $ back.","negative",1,"2015-02-17 08:14:09 -0","MyMissus","Brooklyn, NY","Eastern Time (US & Canada)"
"@southwestair - kind of early but any idea when dates through the first week of sept will come available?","neutral",0.9633,"2015-02-17 08:11:29 -0","RachFee","London, Ontario, Canada","Central Time (US & Canada)"
"@SouthwestAir the last 4 times I've arrived @LASairport our gate has been blocked by a slow to depart plane leading to 30-60 min delays","negative",1,"2015-02-17 08:09:14 -0","PorterHaney","Las Vegas","Pacific Time (US & Canada)"
"@SouthwestAir been on hold for &gt;30 minutes about my Cancelled Flightled flight. Still not talked to anyone and flight is soon. What gives?","negative",1,"2015-02-17 08:03:17 -0","sahandmirza","San Francisco, CA",""
"@SouthwestAir Hoping you answer the phone today?","negative",0.6701,"2015-02-17 08:02:21 -0","kukalong","Phoenix, AZ","Arizona"
"@SouthwestAir husband on hold 2.5 hrs, got disconnected!New wait 30 min. Can't confirm res due to the fact he booked on line! Nuts!","negative",1,"2015-02-17 07:55:08 -0","CBSsoxfan","Rhode Island",""
"@SouthwestAir thanks do yall expect to be operational tomorrow out of Nashville?","positive",0.6803,"2015-02-17 07:53:02 -0","DaxJeter","Nashville,TN",""
"@SouthwestAir why have you guys jacked up the prices AFTER you said prices were going to be lowered? SMH","negative",1,"2015-02-17 07:17:16 -0","Raven_TheGreat","Dallas, TX","Central Time (US & Canada)"
"@SouthwestAir on hold for 2 hours and then you hung up 3 Cancelled Flightled flights. Running out of daycare for our kids who are trapped at home.","negative",1,"2015-02-17 07:09:37 -0","lucasdavidson","","Eastern Time (US & Canada)"
"@SouthwestAir  this is really unhelpful. Why can't I rebook online? http://t.co/N5O43sVl8i","negative",1,"2015-02-17 06:30:14 -0","kabell87","",""
"@SouthwestAir allows other passengers 2 harass u after their gate agents mistakeFURIOUS they are doing NOTHING about it &amp; my 6yo was scared","negative",1,"2015-02-17 06:29:14 -0","MMKuderka","","Arizona"
"@SouthwestAir flight was Cancelled Flightled and it won't let me rebook online. Wait time on phone is too long. Please help","negative",1,"2015-02-17 06:13:59 -0","kabell87","",""
"@SouthwestAir Guys, we've got to do something about the inability to check in online for international  flight that has... (1/2)","neutral",0.6957,"2015-02-17 06:13:38 -0","DubCook","Downtown Dallas, Texas","Central Time (US & Canada)"
"@SouthwestAir Is it a temporary site glitch or are you no longer offering flights from GRR to GEG after Feb? Can't find any online :(","neutral",0.689,"2015-02-17 06:07:25 -0","Tinygami","Michigan","Tehran"
"@SouthwestAir won't answer their phones #HorribleService #NeverAgain #frustrated #AnswerThePhone","negative",1,"2015-02-17 05:27:09 -0","WorkingWify","America",""
"@SouthwestAir We have been stuck in SJU for several hours and no one is answering here. Really tough to LUV SW. No response is bad.","negative",1,"2015-02-17 04:35:00 -0","followkashyap","USA","Eastern Time (US & Canada)"
"@SouthwestAir nice work on the update!","positive",1,"2015-02-17 04:03:09 -0","rjp1208","","Pacific Time (US & Canada)"
"@SouthwestAir you guys there? Are we on hour 2 of our phone hold at 3am bc of volume or short staffing?","negative",1,"2015-02-17 01:30:32 -0","mrshossruns","","Eastern Time (US & Canada)"
"@SouthwestAir its cool that my bags take a bit longer, dont give me baggage blue balls-turn the carousel on, tell me it's coming, then not.","negative",1,"2015-02-17 00:00:36 -0","VahidESQ","Los Angeles, CA","Pacific Time (US & Canada)"
"@JetBlue Yesterday on my way from EWR to FLL just after take-off. :)
#wheelsup #JetBlueSoFly http://t.co/9xkiy0Kq2j","positive",0.6469,"2015-02-24 11:48:38 -0","jaxbra","east brunswick, nj","Atlantic Time (Canada)"
"@JetBlue I hope so because I fly very often and would hate to change airlines.","neutral",0.6869,"2015-02-24 11:48:29 -0","Oneladyyouadore","Georgia","Quito"
"@JetBlue flight 1041 to Savannah, GA","neutral",1,"2015-02-24 11:45:20 -0","Oneladyyouadore","Georgia","Quito"
"@JetBlue They weren't on any flight, they just came Late Flight. Your JetBlue employee just informed us!","negative",1,"2015-02-24 11:42:34 -0","Oneladyyouadore","Georgia","Quito"
"@JetBlue everyone is here but our pilots are no where to be found and my last flight the plane was dirty that I had to clean my area &amp; seat!","negative",1,"2015-02-24 11:32:49 -0","Oneladyyouadore","Georgia","Quito"
"@JetBlue update on Flight 462 would be appreciated when you have time, thanks","neutral",0.6472,"2015-02-24 11:31:45 -0","culinarymindz","",""
"@JetBlue check DM please :)","neutral",0.6939,"2015-02-24 11:30:52 -0","kbosspotter","Logan International Airport","Atlantic Time (Canada)"
"@JetBlue Hey guys, why did my last flight earn me 0 pts? http://t.co/1syWlmTZek","negative",1,"2015-02-24 11:26:08 -0","heyheyman","Boston, MA","Eastern Time (US & Canada)"
"@JetBlue 2 aisles of empty #evermoreroom seats and we can't move bc we didn't pay?! #nonsense #Waste #JetBlue #jetbluebos #cheap","negative",1,"2015-02-24 11:11:12 -0","erinkphares","",""
"@JetBlue ’s Marty St. George really has zero clue. How does he still have a job? #nobaggagefees http://t.co/tjDzaMHPEw","negative",0.6913,"2015-02-24 11:01:10 -0","chuck_martin","SF Bay Area","Pacific Time (US & Canada)"
"@JetBlue they booked me for tomorrow. It's $250 higher. My 1st reservation is PGFRYZ. Get me on standby list 4 tonight would help.","negative",1,"2015-02-24 10:57:16 -0","Marty_H","","Eastern Time (US & Canada)"
"@JetBlue Submitted, hoping for quick decision, tied to another donation we just received:
Proposal- 27th Annual Gala
Org- Boundless Readers","neutral",1,"2015-02-24 10:56:03 -0","johnfmartin67","Chicago","Newfoundland"
"@JetBlue but by Cancelled Flighting my flight and pushing me to the next day I'd lose $150 hotel which was why I was trying to get a same-day flight.","negative",1,"2015-02-24 10:52:27 -0","Marty_H","","Eastern Time (US & Canada)"
"@JetBlue thank you for the information.","positive",0.6994,"2015-02-24 10:49:29 -0","Sujecuevas19","","Athens"
"@JetBlue did you know that suicide is the second leading cause of death among teens 10-24","neutral",0.649,"2015-02-24 10:46:22 -0","idk_but_youtube","1/1 loner squad","Eastern Time (US & Canada)"
"@JetBlue Ok and in Dominican Republic what numbers?","neutral",1,"2015-02-24 10:46:21 -0","Sujecuevas19","","Athens"
"@JetBlue ive tried on my phone and laptop :(","negative",0.6634,"2015-02-24 10:41:08 -0","tahlia_simpson","",""
"@JetBlue Cancelled Flighted my flight. Went with another airline 2 leave 2day. They Cancelled Flighted also. Called JetBlue &amp; got same flight but now $250 more👺","negative",1,"2015-02-24 10:40:24 -0","Marty_H","","Eastern Time (US & Canada)"
"@JetBlue sale please soon?? I need a tan","neutral",0.6638,"2015-02-24 10:39:27 -0","muneca641","","Quito"
"@JetBlue Yeah I have! I'm on it!! Looking for specific dates - I will just keep checking daily for a fare drop","neutral",0.6364,"2015-02-24 10:39:02 -0","theREAL_Tiffany","Somewhere eating swine...","Eastern Time (US & Canada)"
"@JetBlue Hello Good afternoon how are you, I need know how much flying for summer from june 13th.","neutral",1,"2015-02-24 10:38:59 -0","Sujecuevas19","","Athens"
"@JetBlue just wondering if the website is having issues today. Trying to book a flight with my visa I always use and its rejecting it.","negative",1,"2015-02-24 10:38:31 -0","tahlia_simpson","",""
"@JetBlue upset with the lack of communication we've received for our ""on time"" flight 1170 out of MCO","negative",1,"2015-02-24 10:37:37 -0","miss_caitb","","Central Time (US & Canada)"
"@JetBlue Not for the dates or destination I'm headed 😔","neutral",0.6266,"2015-02-24 10:36:00 -0","theREAL_Tiffany","Somewhere eating swine...","Eastern Time (US & Canada)"
"@JetBlue I've spent three hours talking to all different people, most of which couldn't help. I probably won't be using JetBlue again.","negative",1,"2015-02-24 10:30:07 -0","_carolion","","Quito"
