"Text","Sentiment","SentimentConfidence","Date","Candidate","User","Location","User_timezone"
"Recap of the #GOPdebate: these #TenMen want to make choices for all women. #GOPtbt http://t.co/nCalKxYW5c #HillaryClinton #PDMFNB","negative",1,"2015-08-07 08:18:03 -0700","No candidate mentioned","GKMTNtwits","Boston ","Eastern Time (US & Canada)"
"RT @brownandbella: Trump packed his fucks in a separate suitcase that never made it Ohio. THIS THE BEST DEBATE EVER. #GOPDebate","positive",0.6713,"2015-08-07 08:18:02 -0700","Donald Trump","ArrogantDemon","LexCorp Towers, Metropolis","Eastern Time (US & Canada)"
"RT @MStuart1970: @willneal001 Definitely #bias there! #GOPDebate Massacre by FOX. Deliberate attempt to smear R's.","negative",0.6588,"2015-08-07 08:18:01 -0700","No candidate mentioned","DutraGale","",""
"RT @MichaelYaffee: I'm back at the perfect time! Talking #GOPDebate tonight at 8pm!! http://t.co/z5YujsUjmg @Newsradio1025","neutral",0.6667,"2015-08-07 08:18:01 -0700","No candidate mentioned","Newsradio1025","Orlando","Eastern Time (US & Canada)"
"RT @gamermatt117: @saladinahmed I think after the #GOPDebate Cthulhu is a pretty solid choice as well.","negative",0.6636,"2015-08-07 08:18:01 -0700","No candidate mentioned","SerendipitySays","A Pale Blue Dot","Europe/London"
"RT @Riogringa: This is a really strange political moment in both Brazil and the US. Says a lot about leadership in both places. #GOPDebate …","neutral",0.7079,"2015-08-07 08:18:00 -0700","No candidate mentioned","khlivingston","DC and Rio de Janeiro, Brasil","Eastern Time (US & Canada)"
"RT @monatougs: @Instagram stop censoring @Dreamdefenders for their work pointing out the racism of the #GOPDebate candidates. https://t.co/…","negative",1,"2015-08-07 08:17:59 -0700","No candidate mentioned","Jericho4PPs","Washington DC",""
"RT @GreatnessNYou: Opinions abound after last night's GOP Debate, but what America is starving for is authentic leadership and someone we c…","neutral",0.6706,"2015-08-07 08:17:58 -0700","No candidate mentioned","SnookLion","","Atlantic Time (Canada)"
"RT @DWStweets: There's no difference in the policies these candidates stand for. They're all singing from the same songbook. It's a bad son…","negative",0.6531,"2015-08-07 08:17:58 -0700","No candidate mentioned","marti431uew","",""
"@GOP I think u can stay OFF MY TL. 
P.S. F*** @JebBush @marcorubio @ChrisChristie @GovernorPerry &amp; any sockpuppet you endorse. 
#GOPDebate","negative",1,"2015-08-07 08:17:57 -0700","Jeb Bush","RightBlackAtYou","Nashville TN & beyond via NC","Eastern Time (US & Canada)"
"EARTH TO @megynkelly THIS AINT ABOUT YOU! 

#GOPDebate 
#FoxDebate 
#MegynKelly 
#MegynKellyDebateQuestions http://t.co/yxHy6FQkWw","negative",0.6693,"2015-08-07 08:17:55 -0700","No candidate mentioned","renomarky","VEGAS ",""
"NYT: Winners at the #GOPDebate Include #Rubio and #Kasich #gop #politics #election2016 http://t.co/gJc6r46aVI","negative",0.3335,"2015-08-07 08:17:55 -0700","","rob_in_nyc","Williamsburg, Brooklyn","Eastern Time (US & Canada)"
"RT @Lemmits92: #GOPDebate went very well. My masters will soon choose which candidate will carry out their agenda
#WakeUpAmerica #p2 http:/…","negative",0.2559,"2015-08-07 08:17:54 -0700","No candidate mentioned","PeterLRuden","Savannah, Georgia","Quito"
"Fact Checking the first GOP presidential debates - The Washington Post
#GOPdebate http://t.co/Z0MEE2Wix0","neutral",0.6322,"2015-08-07 08:17:54 -0700","No candidate mentioned","cdalybrink","NYC","Eastern Time (US & Canada)"
"#GOPDebate: Trump Trumped! http://t.co/zWIN7P0vhH","negative",1,"2015-08-07 08:17:52 -0700","Donald Trump","GhesheS","","London"
"I loved it in the #GOPdebate when @realDonaldTrump said the lenders are killers. Chris Wallace was exceedingly disrespectful","positive",0.6522,"2015-08-07 08:17:51 -0700","Donald Trump","JaclynHStrauss","Halifax, Nova Scotia, Canada","Mid-Atlantic"
"the hillary campaign was trolling during #GOPDebate 
LOL http://t.co/oreEEE5HFQ","neutral",0.6395,"2015-08-07 08:17:50 -0700","No candidate mentioned","rolling_2","","Central Time (US & Canada)"
"RT @EvilConservativ: Gotta give @LindseyGrahamSC props. He saw the same ambush we did at #GOPDebate and is calling out @FoxNews on it. 

ht…","negative",0.6705,"2015-08-07 08:17:50 -0700","No candidate mentioned","Genderwoman","Pasadena, CA",""
"Prioritize attributes that will produce the most qualified and electable #GOP  candidate. Abandon whatever's stuck in your craw. #GOPDebate","neutral",1,"2015-08-07 08:17:49 -0700","No candidate mentioned","kdstarbux","#CenterofTheUniverse Google it","Central Time (US & Canada)"
"RT @YourYakiri: Is it rude to throw a Valium into someone's mouth while they're talking???

Asking for a few million friends. 

#GOPDebate","neutral",0.3298,"2015-08-07 08:17:48 -0700","No candidate mentioned","AmandaMarleFair","Maynard, MA",""
"RT @r33fking: Don't you DARE try to show me your fruits, Ted Cruz. #GOPDebate","negative",0.6535,"2015-08-07 08:17:48 -0700","Ted Cruz","nottedcruz","Texas & DC by way of Canada","Eastern Time (US & Canada)"
"@peggebeen A fraud gets no cooperation from true and American people. A fraud should be impeached. #GOPDebate #CharacterMatters","negative",0.7049,"2015-08-07 08:17:45 -0700","No candidate mentioned","MakeeshaThomas","","Central Time (US & Canada)"
"I did watch all 2nd string #GOPDebate ... can tell y they are 2nd string.  Not enough original stupidty and hatred.  Just standard levels","negative",1,"2015-08-07 08:17:44 -0700","No candidate mentioned","ZeitgeistGhost","Norcal","Pacific Time (US & Canada)"
"RT @AngelaHaysMoore: A good debate is when you don't even notice the moderators. @FoxNews #GOPDebate","positive",1,"2015-08-07 08:17:44 -0700","No candidate mentioned","SarahLeeAnne","Ohio","Eastern Time (US & Canada)"
"RT @leslieshedd: .@brithume: ""I think we have a clear winner ... Carly Fiorina"" #GOPDebate #Carly2016 https://t.co/sqS7SOT7sU","neutral",0.6444,"2015-08-07 08:17:44 -0700","No candidate mentioned","RomeosMom7","Upstate South Carolina","Eastern Time (US & Canada)"
"Good eyes .@randikayeCNN on spotting @360vodka Patriot btl on #GOPDebate's show. We should send you a reward. ;) #KC http://t.co/0Wr4jcUsvs","negative",0.337,"2015-08-07 08:17:43 -0700","No candidate mentioned","JennyKincaid","","Central Time (US & Canada)"
"RT @PamelaGeller: In my considered opinion the winners tonight are Ted Cruz, Ben Carson, and Marco Rubio #GOPDebate","positive",1,"2015-08-07 08:17:42 -0700","Ted Cruz","KellyBluegrass","Lexington","Quito"
"RT @ABurgerADay: ""Balderdash"" is my favorite word that describes @realDonaldTrump's presidential campaign run. #GOPDebate","negative",1,"2015-08-07 08:17:42 -0700","Donald Trump","ZeroToBeotch","",""
"RT @ProAudioLabs: @BBCNewsUS @realDonaldTrump  #GOPDebate There are many Don's but just two Donald's, Trump and Duck... and they both quack…","negative",0.6595,"2015-08-07 08:17:41 -0700","Donald Trump","SerendipitySays","A Pale Blue Dot","Europe/London"
"RT @JoeMyGod: Ben Carson wants all Americans to tithe the federal government. I think I just heard the Hunger Games cannon. #GOPDebate","negative",1,"2015-08-07 08:17:40 -0700","Ben Carson","loveisloveKW","Key West Florida",""
"RT @PuestoLoco: .@RawStory
FOX/GOP Party's Hunger Games- Demagog Food-fighter @CarlyFiorina
#GOPDebate #morningjoe http://t.co/ygMGbAvqut","negative",1,"2015-08-07 08:17:40 -0700","No candidate mentioned","RookwoodAmbrose","","Pacific Time (US & Canada)"
"RT @WhitneyNeal: Crickets from #GOPDebate on this key youth vote issue last night: Hillary readies student loan reform rollout http://t.co/…","neutral",0.3483,"2015-08-07 08:17:39 -0700","No candidate mentioned","nanci_pray2jc","Gator Country Florida",""
"RT @GtownHeckler: Huckabee: ""I'm actually boys with G-d, and he's telling me he didn't say any of this to any of these guys."" #GOPDebate","neutral",0.3647,"2015-08-07 08:17:39 -0700","Mike Huckabee","MitchMcC44","Georgetown University","Atlantic Time (Canada)"
"Photo: Selfie of life! @HillaryClinton + Mr &amp; Mrs @kanyewest http://t.co/x5l81b1RkV @KimKardashian #GOPDebate #HillaryForPresident #TBW","negative",0.6512,"2015-08-07 08:17:38 -0700","No candidate mentioned","toyeenb","Dubai U.A.E","Abu Dhabi"
"RT @LPNational: And now @LindseyGrahamSC will send more troops to #Iraq and #Afghanistan. Any bets on what country is next? #GOPDebate #war…","negative",0.6778,"2015-08-07 08:17:38 -0700","No candidate mentioned","PennsCurse","Florida",""
"#GOPDebate #SportsMatter Would be nice to hear a candidate address Childhood Obesity by promoting &amp; harboring growth in youth athletics","neutral",0.6809,"2015-08-07 08:17:37 -0700","No candidate mentioned","Miller_RotoDad","Atlanta, GA","Atlantic Time (Canada)"
"#GOPDebate Facts: https://t.co/nSD1bebDoa","neutral",1,"2015-08-07 08:17:36 -0700","No candidate mentioned","CarolHello1","California❀◄★►❀Conservative","Arizona"
"RT @aleklev: It's possible that @GovernorPerry didn't know they were going to ask him questions. #GOPDebate","negative",0.668,"2015-08-07 08:17:36 -0700","No candidate mentioned","g8r84","","Eastern Time (US & Canada)"
"RT @TheClothier: The #StraitOuttaCompton commercial was longer than the #BlackLivesMatter question/ answer. #GOPDebate","negative",1,"2015-08-07 08:17:36 -0700","No candidate mentioned","MishaisShort","","Central Time (US & Canada)"
"Big hit of the #GOPDebate for me? @CarlyFiorina, @RandPaul on NSA, @RealBenCarson, @MarcoRubio. and @SenTedCruz closing statements","positive",0.6818,"2015-08-07 08:17:36 -0700","Rand Paul","randalladams","usually in Texas","Central Time (US & Canada)"
"The real winner in @FoxNews #GOPDebate is @oreillyfactor… when @megynkelly #KellyFile viewership tanks.  @realDonaldTrump","neutral",0.6147,"2015-08-07 08:17:35 -0700","Donald Trump","ctmommy","New Jersey","Eastern Time (US & Canada)"
"Had the weirdest/scariest dream last night... thinking the #GOPDebate messed with my subconscious","negative",1,"2015-08-07 08:17:35 -0700","No candidate mentioned","feliciaagrelius","Currently in DC","Pacific Time (US & Canada)"
"RT @sabinazafar: #GOPDebate:10 men talking about planned parenthood. How many of them have given birth?@emilyslist @EmergeCA @CADemWomen #m…","negative",0.6067,"2015-08-07 08:17:35 -0700","No candidate mentioned","rstanek","East Bay","Pacific Time (US & Canada)"
"I was tweeting so hard during the #GOPCircus that I thought I broke my finger. Nope, but I did dislocate it. #GOPDebate","negative",1,"2015-08-07 08:17:34 -0700","No candidate mentioned","marie_bigham","",""
"RT @paulisci: Comparing #macdebate to #GOPdebate, I think Canadians are the big winners tonight.","negative",0.6526,"2015-08-07 08:17:33 -0700","No candidate mentioned","sosoggybread","Canada","Eastern Time (US & Canada)"
"RT @Politics_PR: #FoxNews insults candidates with awkward staging(video): http://t.co/YDLJHGHuvy #GOPdebate #p2 http://t.co/j1sAgVx8Ku","negative",0.6322,"2015-08-07 08:17:33 -0700","No candidate mentioned","joesam04","",""
"RT @MoiraMMerani: After the #GOPDebate last nite Im between @realDonaldTrump &amp; @marcorubio  #Decision2016 #Election2016 #BestCandidate #Mak…","neutral",0.6353,"2015-08-07 08:17:31 -0700","Donald Trump","jimmyrakowski22","New York, NY",""
"RT @geoffreyvs: Don't know if Luntz focus group means jack but lots of new Cruz voters in that crew. #gopdebate","neutral",0.665,"2015-08-07 08:17:31 -0700","Ted Cruz","lo_mitch87","",""
"NYTimes: “It compels me to write a cluster of words I never imagined writing: hooray for Fox News.” #GOPdebate 
http://t.co/zDJ3liGTAy","positive",0.6667,"2015-08-07 08:17:29 -0700","No candidate mentioned","StephenFleming","Atlanta, Georgia","Eastern Time (US & Canada)"
"RT @foolsinthehalls: WOW! Even @marcorubio is saying we should be using E-Verify! @GOP are coming over to the Dems side! #GOPDebate","positive",0.639,"2015-08-07 08:17:26 -0700","Marco Rubio","correa_jec","",""
"RT @DMashak: Establishment's framing of Election 2016 begins w/ Republican Debate http://t.co/o4Frt2Fn4I @examinercom #Millennials #GOPDeba…","neutral",0.6737,"2015-08-07 08:17:25 -0700","No candidate mentioned","ResistTyranny","With the Constitution","Central Time (US & Canada)"
"RT @LPNational: ""Treat everyone equally under the law"" what a great idea! Now let's elect some #Libertarians to make it a reality. #GOPDeba…","neutral",0.3295,"2015-08-07 08:17:25 -0700","No candidate mentioned","PennsCurse","Florida",""
"RT @OhNoSheTwitnt: I'm surprised Trump doesn't use air quotes when he says ""president"" Obama. #GOPDebate","positive",0.3529,"2015-08-07 08:17:24 -0700","Donald Trump","pinasexual","",""
"RT @YoungBLKRepub: Liberals: Democrat Debate will be more interesting 

Me: Yeah two 70 year old white socialists going at it, pretty inter…","negative",0.6484,"2015-08-07 08:17:22 -0700","No candidate mentioned","ellermanjw","",""
"Didn't get to watch last night's #GOPDebate but sounds like it would have made Will McAvoy proud. Sort of proud.","neutral",0.6411,"2015-08-07 08:17:20 -0700","No candidate mentioned","TCMKemp","Saint Paul","Central Time (US & Canada)"
"There's visual evidence of @DaisyJDog's thoughts on last night's debate, but I'm not posting a pic of dog crap at 8:16am. #GOPDebate","negative",0.6452,"2015-08-07 08:17:19 -0700","No candidate mentioned","slackmistress","blanket fort with my pitbull","Pacific Time (US & Canada)"
"Who won in last night's debate? @KObradovich says several people for several reasons. http://t.co/IF0rChH2Hk #GOPDebate","neutral",1,"2015-08-07 08:17:18 -0700","No candidate mentioned","AnnahBackstrom","DSM by way of MKG","Pacific Time (US & Canada)"
".@PFTCommenter's national recognition (&amp; hair) is the best thing to come out of the #GOPDebate http://t.co/kCjlyXBxvQ http://t.co/qM68cVQMvE","positive",0.3511,"2015-08-07 08:17:18 -0700","No candidate mentioned","adamcancryn","Virginia","Eastern Time (US & Canada)"
"""That's a broken system (that I have only ever benefitted from and still think is awesome)!"" @realDonaldTrump #GOPDebate","neutral",0.3755,"2015-08-07 08:17:17 -0700","Donald Trump","Lady_Battle","Minnesota","Central Time (US & Canada)"
"BHeartland thoughts on #GOPdebate: http://t.co/VeNHpRmUry Still don't understand hype about Rubio. #IAGOP #iacaucus","neutral",0.3409,"2015-08-07 08:17:17 -0700","Marco Rubio","desmoinesdem","suburbs of Des Moines, Iowa","Central Time (US & Canada)"
"RT @steve0423: I don't want my marriage or my guns registered in Washington!! #StandWithRand 
#GOPDebate","neutral",0.3409,"2015-08-07 08:17:17 -0700","","CtrKaren","",""
"2016 bender starts now #SkimmLife #GOPDebate http://t.co/XyjNbf0ymI via @theSkimm","neutral",1,"2015-08-07 08:17:16 -0700","No candidate mentioned","ashby802","Virginia Beach, Virginia","Quito"
"I Think He Made Her Cry

She was so Proud

#gopdebate #gop #teaparty #ccot #tcot #uniteright #imwithhuck #th2016 http://t.co/JxfYaMMXho","neutral",0.6413,"2015-08-07 08:17:12 -0700","Mike Huckabee","georgehenryw","Texas","Central Time (US & Canada)"
"If only...18 months from now, debris from a crashed Republican party would wash up on a beach somewhere. #GOPDebate","negative",1,"2015-08-07 08:17:12 -0700","No candidate mentioned","OMGJDH","","Mountain Time (US & Canada)"
"My personal front runners for #2016 : #Cruz #Carson #Trump #GOPDebate","positive",1,"2015-08-07 08:17:11 -0700","Ted Cruz","conserva8","","Mountain Time (US & Canada)"
"In the aftermath of the #GOPDebate I’m inclined to say that the stage impressed me more than I thought. Except trump. His ride is ending.","negative",1,"2015-08-07 08:17:11 -0700","Donald Trump","contextsubtext","College Station, TX","Central Time (US & Canada)"
"RT @MaeDenver: I made a donation to the Democratic Party in the middle of last night's #GOPDebate &amp; I don't claim a party affiliation. #Sca…","neutral",0.3441,"2015-08-07 08:17:10 -0700","No candidate mentioned","g8r84","","Eastern Time (US & Canada)"
"RT @Jacque_Isaacs: Who here is only a republican because it's politically convenient at the moment? #GOP2016debate #GOPDebate http://t.co/o…","negative",0.6796,"2015-08-07 08:17:08 -0700","Donald Trump","mjkdailyreading","",""
