"Text","Sentiment","Sentiment_directed_at"
"RT @mention Excited to know more about Google Circles. Lucky folks at SXSW to be the first to see? Possible launch today: {link} #sxsw","positive","Other Google product or service"
"RT @mention Excited to see this! RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw","positive",""
"RT @mention Facebook Killers - Google Circles to be Announced at SXSW Interactive Festival {link} #google #sxsw","positive","Other Google product or service"
"RT @mention Fail Whale artist @mention living through the iPad 2 #sxsw {link}","positive","iPad"
"RT @mention False Alarm: Google Circles Not Coming Now, And Probably Not Ever {link} - so much for reports that it would unveil at #sxsw","negative","Other Google product or service"
"RT @mention Fest tip-don't be an iPhone douche.Put away your phone and talk to your fellow festgoers in lines, etc.All good people who love film. #sxsw","negative","iPhone"
"RT @mention Filming with the iPad is so much cooler than a lame iPhone... #sxsw (at @mention live show)  {link}","positive","iPad"
"RT @mention Finally fed up with #AngryBirds, Julian screamed &quot;I got your no-fly zone right here, pigfucker!&quot; and threw his iPad at some kid. #sxsw","negative","iPad"
"RT @mention First day the exhibit hall is open at #SXSW! Stop by the #EMC booth to enter to win an iPad 2! @mention","positive","iPad"
"RT @mention First person to stop by our booth at SXSW &amp; show me their iPad 2 running one if our apps wins a free SnakeHeead Tee Shirt #SXSW","positive","iPad or iPhone App"
"RT @mention Fodder for #snubor panel at #SXSW: &quot;Right to Forget&quot; gains traction in Europe, causing issues for Google {link}","negative",""
"RT @mention Forgot my iPhone for #sxsw. Android only. Knife to a gun fight","positive","Android"
"RT @mention forward to delicious T-Mobile 4G here in Austin while iPhone users struggle to do anything. #SXSW","negative","iPhone"
"RT @mention Found the app kyping my iPhone's geolocation &amp; not releasing when in background. Need a patch, @mention #batterykiller #SXSW","negative","iPad or iPhone App"
"RT @mention Free iTunes Album, #SXSW Featured Artists, grab it if you missed it: {link}","positive",""
"RT @mention Fun with interactive maps at the @mention and Google party: {link} #sxsw","positive","Other Google product or service"
"RT @mention Funny moment at #sxsw panel when Dennis Crowley gets iPad 2 owners to hold up their new iPad 2. It looked like lighters at a rock concert.","positive","iPad"
"RT @mention Funny to be at the PSFK session sponsored by Microsoft. All they do is to talk about Apple. #SXSW","positive","Apple"
"RT @mention gabacustweets: iPad 2 Sold Out, 70% Went to New Buyers [REPORT] - {link} #sxsw #s... {link} #SocialMedia #BRK","positive","iPad"
"RT @mention Gary Vaynerchuck lÃ_gger ner winelibrary.tv och slÃ_pper i stÃ_llet Iphone-appen Daily Grape. #thankyoueconomy #sxsw #swesxsw","neutral",""
"RT @mention Geeking out on YouTube APIs #SXSW @mention Google Teaching Theatre {link}","positive","Other Google product or service"
"RT @mention Genius move by Apple to open a temp. store in downtown Austin for #SXSW: {link} /via @mention #ipad2","positive","Apple"
"RT @mention Get it while it's hot! Latest version of Whrrl is available 2day 4Android, iPhone &amp; BB! @mention FOR BLACKBERRY! :-) #SXSW","positive","iPad or iPhone App"
"RT @mention Get it while it's hot! The latest version of Whrrl is available today for Android, iPhone - and Blackberry! WHRRL FOR BLACKBERRY! :-) #SXSW","positive","Android App"
"RT @mention Get our #SXSW iPhone app! Thanks to @mention for the awesome integration! {link}","positive","iPad or iPhone App"
"RT @mention Getting ready for #sxsw by installing @mention on my iPhone. Woot! {link}","positive","iPad or iPhone App"
"RT @mention Giving away an #iPad at #SXSW for all you mappers out there. Entry is amazingly easy, here are details: {link}","positive","iPad"
"RT @mention Going to #SXSW? The new iPhone guide to #Austin by @mention is free March 9-15. Hard to beat free. #lp","positive","iPad or iPhone App"
"RT @mention Going to #SXSW? The new iPhone guide to #Austin by @mention is free March 9-15. Hard to beat free. #lp #mobile","positive","iPad or iPhone App"
"RT @mention Going to be awesome! RT @mention Gallery of original Daniel Johnston art going up at tomorrow's #GSDM + #Google industry party.  #sxsw","positive","Google"
"RT @mention Good CNN article on why #SXSW is important to social web innovators. {link} This is why I'm bringing Griddler iPad app there.","positive",""
"RT @mention Good news for Austin-bound Apple fanboys: {link} #sxsw #ipad2","positive","Apple"
"RT @mention Good News! Austin Eats: BBQ for iPhone is now available - {link} #iTunes #Austin #BBQ #SXSW #SXSWi","positive","iPad or iPhone App"
"RT @mention Good News! Austin Eats: BBQ for iPhone is now available - {link} #iTunes #Austin #BBQ #SXSW #SXSWi /via @mention","positive","iPad or iPhone App"
"RT @mention Good talk from AKQAs @mention on iPad interface w/ callback to design principles. My wish: go beyond media/marketing examples. #fb #SxSW","positive",""
"RT @mention Google &quot;product gatekeeper&quot; Marissa Mayer on the location-based &quot;fast, fun and future&quot; {link} (HT @mention #SXSW","positive","Google"
"RT @mention Google Art Project - like street view, except in art museums around the world. Incl. 7 BILLION pixel image of Starry Night. Dang! #sxsw","positive","Other Google product or service"
"RT @mention Google building real time @mention engine to monitor illegal deforestation in real time #tech4good #sxsw","positive","Google"
"RT @mention Google Circles will be toast if it can't convince facebook users to start an account (or interface with FB)   #sxsw","negative","Other Google product or service"
"RT @mention Google denies it will launch major new social network, Circles, at #sxsw. But some, including Tim O'Reily, say it exists and is, awesome!","positive","Other Google product or service"
"RT @mention Google doodles aim to bring people together socially, promote communal experience. #sxsw #GoogleDoodles","positive","Other Google product or service"
"RT @mention Google has &quot;got a lot better&quot; at protecting users' privacy with location-based tools over past 12 months, says Mayer #sxsw","positive","Google"
"RT @mention Google hotpot- rate restaurants and get personalized recos on where to eat. Um, think foursquare, yelp, etc have this covered already. #SXSW","negative","Other Google product or service"
"RT @mention google hotpot= yelp killer?  Very impressive integration, personalized recommendations, and really fast @mention #SXSW","positive","Other Google product or service"
"RT @mention Google is announcing a social network &quot;Circles&quot; (via #SXSW tweets). Interesting. Myopia will cause Buzz jokes. But...","neutral",""
"RT @mention Google is focusing on bridging the digital/physical divide. Eg. maps, streetview, hotpot &amp; autonomous driving. #sxsw @mention","positive","Google"
"RT @mention Google is planning to launch a major new Social Network called Circles. Previews so far have been super positive #SXSW {link}","positive","Other Google product or service"
"RT @mention google is saving users 2 years of time with gps navigation using alternate routes w traffic #sxsw","positive","Other Google product or service"
"RT @mention Google is showing skiers' geolocation overlaid on 3d mountain model. Would love this for finding empty runs. #sxsw","positive","Google"
"RT @mention Google is smart positioning brand. They're not just a search engine. They're organizing world's info. Higher purpose. #savebrands #sxsw","positive","Google"
"RT @mention Google Latina and see what you find? Porn...this is the first impression that people get about us? #latism #sxsw #sxswLatAm #LatinasInTechâ€ù","negative","Google"
"RT @mention Google launching check in service at #sxsw and providing deals #fmsignal #SXSWi","positive",""
"RT @mention Google maps for mobile 5.2 looks awesome.#sxsw","positive","Other Google product or service"
"RT @mention Google Party is at GSD&amp;M (Google Map it). #SXSW badge gets u in. Free food, drinks, music. Big place. No line. Great party. Come!","positive",""
"RT @mention google presentation by Mayer is a sales pitch #fail #sxsw","negative","Google"
"RT @mention Google previews updated Blogger interface at #SXSW {link}","positive","Other Google product or service"
"RT @mention Google route around traffic saving drivers 2 years of time per day by finding best route. #sxsw","positive","Other Google product or service"
"RT @mention Google set to launch new social network #Circles today at #sxsw","positive","Google"
"RT @mention Google tested 41 shades of blue for link colors AND it made a difference. At scale the nuances really matter. #SXSW","positive","Google"
"RT @mention Google to Launch Major New Social Network Called Circles {link} #sxsw / cc @mention @mention","positive","Other Google product or service"
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today  at #SXSW {link}","positive","Other Google product or service"
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today ({link} #sxswi #SXSW &gt; sounds fabulous!","positive","Google"
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswâ€ù &gt;&gt; Should be good","positive","Other Google product or service"
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today @mention #SXSW {link} via @mention","positive",""
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today at #sxsw rww.to/f6BCEt | O'goody more overload","negative","Google"
"RT @mention Google TV demo at the league for extraordinary hackers. Cool stuff! I like Web apps on TV. #google #sxsw #lxh","positive","Other Google product or service"
"RT @mention Google vs Bing on #bettersearch. Bing has a shot at success w/ structured search.  Potentially higher margin CPA model vs #Google. #SXSW","negative","Google"
"RT @mention Google was incapable of doing disruptive innovation- and acquired 89 startups over the last few years @mention #leanstartup #sxsw","negative","Google"
"TR @mention Google (tries again) to launch a new social network called Circles: {link} #sxsw {link}","neutral",""
"RT @mention Google's art project would be a great virtual field trip for kids! Museums around the world! #edtech #sxsw","positive","Other Google product or service"
"RT @mention Google's Marissa Mayer extolling coolness of Google Mobile Maps v 5.2 &quot;Mobile surpassed desktop usage 4 1st time this year.&quot; #sxsw #sxswi","positive",""
"RT @mention Google's Marissa Mayer on the location-based 'fast, fun and future' {link} #SXSW #SXSWi","positive","Google"
"RT @mention Google's new &quot;route-around&quot; feature gives 3 alternate routes to avoid traffic - collectively saving drivers 2 yrs/day #SXSW","positive","Other Google product or service"
"RT @mention Google's new &quot;route-around&quot; feature gives 3 alternate routes to avoid traffic -collectively saving drivers 2 yrs/day #SXSW","positive","Other Google product or service"
"RT @mention Google's route around traffic function saves users 2 years EVERY DAY. - Marissa Mayer at #sxsw","positive",""
"RT @mention Google's route around traffic function saves users 2 years EVERY DAY. Good for future? â€” Marissa Mayer at #sxsw","positive","Google"
"RT @mention Got the #VMware Talent Community iPad app rockin and signing up talented professionals tonight! #sxsw {link}","positive","iPad or iPhone App"
"RT @mention Great day at #SXSW -BUT jaloux of @mention &amp; HIS NEW iPad.Look at him on school bus on 1st day of school {link}","positive","iPad"
"RT @mention Great evening w/ @mention + @mention Into Karateka, Castle Wolfenstein, ChopLifter: Apple // classics. #SXSW #OldSko0l","positive",""
